Card Number,Card Name,Level,Rank,Link,Card Text,Status,Card Type,Pendulum Effect,Pendulum Scale,Attribute,Monster Type,ATK,DEF
7560,"Tethys, Goddess of Light",5.0,,,When you draw a Fairy monster(s) (except during the Damage Step): You can reveal 1 of those monsters; draw 1 card. This card must be face-up on the field to activate and to resolve this effect.,Unlimited,Effect Monster,,,LIGHT,Fairy,2400.0,1800.0
5933,Teva,5.0,,,"When this card is Tribute Summoned successfully, your opponent cannot declare an attack during his/her next turn.",Unlimited,Effect Monster,,,LIGHT,Warrior,2000.0,1500.0
13693,Texchanger,1.0,,,"Once per turn, when your monster is targeted for an attack: You can negate that attack, then Special Summon 1 Cyberse Normal Monster from your hand, Deck, or GY.",Unlimited,Effect Monster,,,DARK,Cyberse,100.0,100.0
12801,That Grass Looks Greener,,,,If you have more cards in your Deck than your opponent does: Send cards from the top of your Deck to the Graveyard so you have the same number of cards in the Deck as your opponent.,Forbidden,Normal Spell,,,,,,
11289,That Six,,,,"Each time a player rolls a die (or dice), you can choose 1 die result, and apply the appropriate effect, based on the result.●1, 3, or 5: The die result is treated as 6.●2, 4, or 6: The die result is treated as 1.",Unlimited,Continuous Trap,,,,,,
10299,That Wacky Alchemy!,,,,If a face-up Spell Card(s) in your opponent's Spell & Trap Card Zones is sent to the Graveyard: You can target 1 face-up monster on the field; destroy that target.,Unlimited,Normal Trap,,,,,,
10086,That Wacky Magic!,,,,Banish all Spell Cards from your Graveyard; destroy all face-up monsters your opponent controls with DEF less than or equal to the number of Spell Cards you banished x 300.,Unlimited,Normal Spell,,,,,,
4118,That Which Feeds on Life,4.0,,,A monster that feeds on the energy of other creatures.,Unlimited,Normal Monster,,,DARK,Fiend,1200.0,1000.0
4138,The 13th Grave,3.0,,,A zombie that suddenly appeared from plot #13 - an empty grave.,Unlimited,Normal Monster,,,DARK,Zombie,1200.0,900.0
5327,The A. Forces,,,,All Warrior-Type monsters you control gain 200 ATK for each Warrior or Spellcaster-Type monster you control.,Unlimited,Continuous Spell,,,,,,
13247,The Accumulator,1.0,,,Gains ATK equal to the combined Link Ratings of all Link Monsters on the field x 300.,Unlimited,Effect Monster,,,LIGHT,Thunder,0.0,0.0
5953,The Agent of Creation - Venus,3.0,,,"You can pay 500 LP; Special Summon 1 ""Mystical Shine Ball"" from your hand or Deck.",Unlimited,Effect Monster,,,LIGHT,Fairy,1600.0,0.0
11245,The Agent of Entropy - Uranus,5.0,,,"If ""The Sanctuary in the Sky"" is on the field, you can Special Summon this card (from your hand). Once per turn: You can send 1 ""The Agent"" monster from your Deck to the Graveyard, and if you do, this card's Level becomes the Level of the monster sent to the Graveyard by this effect.",Unlimited,Tuner / Effect Monster,,,DARK,Fairy,2200.0,1200.0
5954,The Agent of Force - Mars,3.0,,,"This card is unaffected by any Spell Cards. While you control a face-up ""The Sanctuary in the Sky"" and your Life Points are higher than your opponent's, this card gains ATK and DEF by the difference between your and your opponent's Life Points.",Unlimited,Effect Monster,,,LIGHT,Fairy,0.0,0.0
5951,The Agent of Judgment - Saturn,6.0,,,"While your Life Points are higher than your opponent's, you can Tribute this card to inflict damage to your opponent equal to the difference. If you do not control a face-up ""The Sanctuary in the Sky"", this effect is not applied. You cannot conduct your Battle Phase the turn you activate this effect.",Unlimited,Effect Monster,,,LIGHT,Fairy,2400.0,0.0
9289,The Agent of Miracles - Jupiter,4.0,,,"Once per turn, you can remove from play 1 ""The Agent"" monster in your Graveyard to select 1 face-up LIGHT Fairy-Type monster you control. The selected monster gains 800 ATK until the End Phase. While ""The Sanctuary in the Sky"" is face-up on the field, once per turn, you can discard 1 Fairy-Type monster to select 1 of your removed from play LIGHT Fairy-Type monster, and Special Summon it.",Unlimited,Effect Monster,,,LIGHT,Fairy,1800.0,1000.0
9288,The Agent of Mystery - Earth,2.0,,,"When this card is Normal Summoned, you can add 1 ""The Agent"" monster from your Deck to your hand, except ""The Agent of Mystery - Earth"". While ""The Sanctuary in the Sky"" is face-up on the field, you can add 1 ""Master Hyperion"" from your Deck to your hand instead.",Unlimited,Tuner / Effect Monster,,,LIGHT,Fairy,1000.0,800.0
5952,The Agent of Wisdom - Mercury,4.0,,,"During your Standby Phase, if you controlled this face-up card and had no cards in your hand at the end of the opponent's last End Phase: Draw 1 card.",Unlimited,Effect Monster,,,LIGHT,Fairy,0.0,1700.0
5144,The All-Seeing White Tiger,3.0,,,A proud ruler of the jungle that some fear and others respect.,Unlimited,Normal Monster,,,WIND,Beast,1300.0,500.0
15036,The Arrival Cyberse @Ignister,,,6.0,"3+ monsters with different AttributesYou can only control 1 ""The Arrival Cyberse @Ignister"". The original ATK of this card becomes 1000 x the number of Link Materials used for its Link Summon. Unaffected by other cards' effects. Once per turn: You can target 1 other monster on the field; destroy it, and if you do, Special Summon 1 ""@Ignister Token"" (Cyberse/DARK/Level 1/ATK 0/DEF 0) to your zone this card points to.",Unlimited,Link / Effect Monster,,,DARK,Cyberse,0.0,
13075,The Ascended of Thunder,7.0,,,You can Special Summon this card (from your hand) by paying 3000 LP. If this card Summoned this way in its owner's control is destroyed by an opponent's card (by battle or card effect): Gain 5000 LP.,Unlimited,Effect Monster,,,LIGHT,Thunder,2700.0,2400.0
8734,The Atmosphere,8.0,,,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 2 monsters you control and 1 monster from your Graveyard. Once per turn: You can target 1 face-up monster your opponent controls; equip that target to this card. (You can only equip 1 monster at a time to this card with this effect.) This card gains ATK and DEF equal to the ATK and DEF of that equipped monster.,Unlimited,Effect Monster,,,WIND,Winged Beast,1000.0,800.0
7452,The Beginning of the End,,,,If you have 7 or more DARK monsters in your GY: Banish 5 DARK monsters from your GY; draw 3 cards.,Unlimited,Normal Spell,,,,,,
10422,The Big Cattle Drive,,,,"If you control a Beast, Beast-Warrior, or Winged Beast-Type monster: Draw 1 card for each of those Monster Types you control. You cannot activate other Spell/Trap Cards or effects during the turn you activate this card.",Unlimited,Normal Spell,,,,,,
6274,The Big March of Animals,,,,"Until the end of this turn, all face-up Beast-Type monsters on your side of the field gain 200 ATK for each Beast-Type monster on your side of the field.",Unlimited,Quick-Play Spell,,,,,,
7251,The Big Saturn,8.0,,,Cannot be Special Summoned from the hand or Deck. Once per turn: You can discard 1 card and pay 1000 Life Points; this card gains 1000 ATK until the End Phase. When this card in your possession is destroyed by your opponent's card effect and sent to your Graveyard: Both players take damage equal to this card's ATK in the Graveyard.,Unlimited,Effect Monster,,,DARK,Machine,2800.0,2200.0
4529,The Bistro Butcher,4.0,,,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws 2 cards from their Deck.",Unlimited,Effect Monster,,,DARK,Fiend,1800.0,1000.0
11805,The Black Stone of Legend,1.0,,,"You can Tribute this card; Special Summon 1 Level 7 or lower ""Red-Eyes"" monster from your Deck, except ""Red-Eyes B. Chick"". If this card is in your Graveyard: You can target 1 Level 7 or lower ""Red-Eyes"" monster in your Graveyard, except ""Red-Eyes B. Chick""; shuffle it into the Deck, and if you do, add this card to your hand. You can only use 1 ""The Black Stone of Legend"" effect per turn, and only once that turn.",Unlimited,Effect Monster,,,DARK,Dragon,0.0,0.0
9470,The Blazing Mars,8.0,,,"While this card is in your hand or Graveyard: You can banish 3 other monsters from your Graveyard; Special Summon this card, also you cannot Special Summon other monsters for the rest of this turn. During your Main Phase 1: You can send all other monsters you control to the Graveyard; inflict 500 damage to your opponent for each monster sent to the Graveyard. You can only use each effect of ""The Blazing Mars"" once per turn.",Unlimited,Effect Monster,,,FIRE,Pyro,2600.0,2200.0
12853,The Book of the Law,,,,"Tribute 1 ""Invoked"" monster; Special Summon 1 ""Invoked"" monster from your Extra Deck with a different original Attribute from that monster's. (This Special Summon is treated as a Fusion Summon.) You can only activate 1 ""The Book of the Law"" per turn.",Unlimited,Quick-Play Spell,,,,,,
7436,The Calculator,2.0,,,The ATK of this card is the combined Levels of all face-up monsters you control x 300.,Unlimited,Effect Monster,,,LIGHT,Thunder,,0.0
10638,The Calibrator,4.0,,,This card gains ATK equal to the combined Ranks of all face-up Xyz Monsters your opponent controls x 300.,Unlimited,Effect Monster,,,LIGHT,Thunder,1500.0,1500.0
4858,The Cheerful Coffin,,,,Discard up to 3 Monster Cards from your hand to the Graveyard.,Unlimited,Normal Spell,,,,,,
11892,The Claw of Hermos,,,,"(This card is also always treated as ""Legendary Dragon Hermos"".)Send 1 monster from your hand or field to the GY, of the Type that is listed on a Fusion Monster that can only be Special Summoned with ""The Claw of Hermos"" (if that card is Set, reveal it), then Special Summon that Fusion Monster from your Extra Deck. You can only activate 1 ""The Claw of Hermos"" per turn.",Unlimited,Normal Spell,,,,,,
6176,The Creator,8.0,,,"Cannot be Special Summoned from the Graveyard. Once per turn: You can target 1 monster in your Graveyard; send 1 card from your hand to the Graveyard, and if you do, Special Summon that target.",Unlimited,Effect Monster,,,LIGHT,Thunder,2300.0,3000.0
6177,The Creator Incarnate,4.0,,,"You can Tribute this card; Special Summon 1 ""The Creator"" from your hand.",Unlimited,Effect Monster,,,LIGHT,Warrior,1600.0,1500.0
6257,The Dark - Hex-Sealed Fusion,3.0,,,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monster(s) must be correct. You can Tribute Fusion Material Monsters on the field, including this face-up card; Special Summon 1 corresponding DARK Fusion Monster from your Extra Deck.",Unlimited,Effect Monster,,,DARK,Rock,1000.0,1600.0
7419,The Dark Creator,8.0,,,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by having 5 or more DARK monsters in your Graveyard while you control no monsters. Once per turn: You can banish 1 DARK monster from your Graveyard to target 1 DARK monster in your Graveyard; Special Summon that target.,Unlimited,Effect Monster,,,DARK,Thunder,2300.0,3000.0
5225,The Dark Door,,,,Only 1 monster can attack during each Battle Phase.,Unlimited,Continuous Spell,,,,,,
14905,The Dark Magicians,8.0,,,"""Dark Magician"" or ""Dark Magician Girl"" + 1 Spellcaster monsterOnce per turn, if a Spell/Trap Card or effect is activated (except during the Damage Step): You can draw 1 card, then if it was a Spell/Trap, you can Set it, and if it was a Trap or Quick-Play Spell, you can activate it this turn. If this card is destroyed: You can Special Summon both 1 ""Dark Magician"" and 1 ""Dark Magician Girl"" from your hand, Deck, and/or GY.",Unlimited,Fusion / Effect Monster,,,DARK,Spellcaster,2800.0,2300.0
13794,The Deep Grave,,,,"Target 1 monster in either player's GY; during your next Standby Phase, Special Summon it from the GY.",Unlimited,Normal Trap,,,,,,
9274,The Despair Uranus,8.0,,,"When this card is Tribute Summoned while you control no Spell/Trap Cards: You can activate this effect; your opponent declares either Continuous Spell or Continuous Trap, then you Set 1 card of that type directly from your Deck. This card gains 300 ATK for each face-up Spell/Trap Card you control. Face-up cards in your Spell & Trap Zone cannot be destroyed by card effects.",Unlimited,Effect Monster,,,LIGHT,Rock,2900.0,2300.0
11418,The Door of Destiny,,,,"When an opponent's monster declares a direct attack: Negate the attack, then Special Summon this card as an Effect Monster (Fiend-Type/LIGHT/Level 1/ATK 0/DEF 0). (This card is also still a Trap Card.) During your Standby Phase, while this card is treated as a monster: You can banish any number of ""Utopia"" monsters with different names from your Graveyard; inflict 500 damage to your opponent for each of those banished monsters, and if you do, this card gains ATK equal to the damage they took.",Unlimited,Continuous Trap,,,,,,
5336,The Dragon Dwelling in the Cave,4.0,,,"A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. It is said to preserve certain treasures.",Unlimited,Normal Monster,,,WIND,Dragon,1300.0,2000.0
8758,The Dragon Dwelling in the Deep,4.0,,,"Place 1 Ocean Counter on this card during each player's Standby Phase. When this card is removed from the field, all Fish-Type and Sea Serpent-Type monsters you control gain 200 ATK for each Ocean Counter on this card, until the End Phase.",Unlimited,Effect Monster,,,WATER,Sea Serpent,1700.0,1400.0
