"Card Name","Status","Card Text","Icon","Attribute","Level","Monster Type","Card Type","ATK","DEF"
"Wild Fire","Unlimited","Card Text Pay 500 Life Points. Destroy a face-up ""Blaze Accelerator"" card you control and destroy all monsters on the field. Then, Special Summon 1 ""Wild Fire Token"" (Pyro-Type/FIRE/LEVEL 3/ATK 1000/DEF 1000) in Attack Position. Also, you cannot declare an attack this turn.","Icon Quick-Play Spell","","","","","",""
"Firewall","Unlimited","Card Text When your opponent declares a direct attack, you can negate that monster's attack by removing from play 1 Pyro-Type monster in your Graveyard. Pay 500 Life Points during each of your Standby Phases. If you do not, destroy this card.","Icon Continuous Trap","","","","","",""
"The Wicked Avatar","Unlimited","Card Text This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Your opponent cannot activate Spell or Trap Cards until the end of their 2nd turn after this card is Normal Summoned. The ATK and DEF of this card are each 100 points higher than the highest ATK on the field (except ""The Wicked Avatar"").","","Attribute DARK","Level 10","Monster Type Fiend","Card Type Effect","ATK ?","DEF ?"
"The Wicked Eraser","Unlimited","Card Text This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. The ATK and DEF of this card are each equal to the number of cards your opponent controls x 1000. When this card is destroyed and sent to the Graveyard, destroy all cards on the field. During your Main Phase, you can destroy this card.","","Attribute DARK","Level 10","Monster Type Fiend","Card Type Effect","ATK ?","DEF ?"
"Spell Striker","Unlimited","Card Text You can Special Summon this card (from your hand) by banishing 1 Spell Card from your Graveyard. This card can attack directly. You take no battle damage from attacks involving this card.","","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Effect","ATK 600","DEF 200"
"Exploder Dragon","Unlimited","Card Text If this card is destroyed by battle and sent to the Graveyard: Destroy the monster that destroyed it. Neither player takes any battle damage from attacks involving this attacking card.","","Attribute EARTH","Level 3","Monster Type Dragon","Card Type Effect","ATK 1000","DEF 0"
"Destiny HERO - Disk Commander","Unlimited","Card Text Cannot be Special Summoned from the GY the turn this card was sent to the GY. If this card is Special Summoned from the GY: You can draw 2 cards. You can only use this effect of ""Destiny HERO - Disk Commander"" once per Duel.","","Attribute DARK","Level 1","Monster Type Warrior","Card Type Effect","ATK 300","DEF 300"
"Destiny HERO - Plasma","Unlimited","Card Text Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 3 monsters. Negate the effects of face-up monsters while your opponent controls them. Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card gains ATK equal to half the original ATK of the monster equipped to it by this effect.","","Attribute DARK","Level 8","Monster Type Warrior","Card Type Effect","ATK 1900","DEF 600"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Volcanic Blaster","Unlimited","Card Text When this card is destroyed and sent to the Graveyard by battle, you can place 1 ""Volcanic"" monster in your Deck on top of your Deck.","","Attribute FIRE","Level 3","Monster Type Pyro","Card Type Effect","ATK 1200","DEF 600"
"Volcanic Slicer","Unlimited","Card Text Once per turn, you can inflict 500 damage to your opponent. If you activate this effect, this card cannot attack during this turn.","","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1800","DEF 1200"
"Volcanic Hammerer","Unlimited","Card Text Once per turn, you can inflict damage to your opponent equal to the number of ""Volcanic"" monsters in your Graveyard x 200. If you activate this effect, this card cannot attack during this turn.","","Attribute FIRE","Level 5","Monster Type Pyro","Card Type Effect","ATK 2400","DEF 1500"
"Elemental HERO Captain Gold","Unlimited","Card Text You can discard this card to the Graveyard; add 1 ""Skyscraper"" from your Deck to your hand. If ""Skyscraper"" is not face-up on the field, destroy this card.","","Attribute LIGHT","Level 4","Monster Type Warrior","Card Type Effect","ATK 2100","DEF 800"
"Gravekeeper's Commandant","Unlimited","Card Text You can discard this card to the Graveyard; add 1 ""Necrovalley"" from your Deck to your hand.","","Attribute EARTH","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1600","DEF 1500"
"Warrior of Atlantis","Unlimited","Card Text You can discard this card to the Graveyard; add 1 ""A Legendary Ocean"" from your Deck to your hand.","","Attribute WATER","Level 4","Monster Type Aqua","Card Type Effect","ATK 1900","DEF 1200"
"Destroyersaurus","Unlimited","Card Text You can discard this card to the Graveyard; add 1 ""Jurassic World"" from your Deck to your hand.","","Attribute EARTH","Level 4","Monster Type Dinosaur","Card Type Effect","ATK 1800","DEF 1100"
"Zeradias, Herald of Heaven","Unlimited","Card Text You can discard this card to the GY; add 1 ""The Sanctuary in the Sky"" from your Deck to your hand. If ""The Sanctuary in the Sky"" is not on the field, destroy this card.","","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 2100","DEF 800"
"Archfiend General","Unlimited","Card Text You can discard this card to the Graveyard to add 1 ""Pandemonium"" from your Deck to your hand. If this card is on the field but ""Pandemonium"" is not on the field, destroy this card.","","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 2100","DEF 800"
"Harpie Queen","Unlimited","Card Text This card's name becomes ""Harpie Lady"" while on the field or in the GY. You can discard this card to the GY; add 1 ""Harpies' Hunting Ground"" from your Deck to your hand.","","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Effect","ATK 1900","DEF 1200"
"Sky Scourge Enrise","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 3 LIGHT Fairy-Type monsters and 1 DARK Fiend monster in your Graveyard. Once per turn, you can remove from play 1 face-up monster on the field. If you activate this effect, this card cannot attack during this turn.","","Attribute LIGHT","Level 8","Monster Type Fairy","Card Type Effect","ATK 2400","DEF 1500"
"Sky Scourge Norleras","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 1 LIGHT Fairy-Type monster and 3 DARK Fiend-Type monsters in your Graveyard. You can pay 1000 Life Points to send all cards on the field and in both players' hands to the Graveyard, then you draw 1 card.","","Attribute DARK","Level 8","Monster Type Fiend","Card Type Effect","ATK 2400","DEF 1500"
"Sky Scourge Invicil","Unlimited","Card Text This card cannot be Special Summoned. If you Tribute Summon this card by Tributing 1 of the following monsters, this card gets the appropriate effect:●LIGHT Fairy-Type monster: Negate the effects of all Spell Cards.●DARK Fiend-Type monster: Negate the effects of all Trap Cards.","","Attribute EARTH","Level 6","Monster Type Fairy","Card Type Effect","ATK 2200","DEF 1600"
"Goe Goe the Gallant Ninja","Unlimited","Card Text When this card inflicts Battle Damage to your opponent: Your opponent must discard 2 random cards. Your opponent must have at least 5 cards in their hand for you to activate and to resolve this effect.","","Attribute WIND","Level 4","Monster Type Warrior","Card Type Effect","ATK 1500","DEF 1000"
"Mei-Kou, Master of Barriers","Unlimited","Card Text You can Tribute this card, then target 1 face-up Continuous Spell or Continuous Trap Card on the field; destroy that target.","","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1700","DEF 600"
"Raiza the Storm Monarch","Unlimited","Card Text If this card is Tribute Summoned: Target 1 card on the field; place that target on the top of the Deck.","","Attribute WIND","Level 6","Monster Type Winged Beast","Card Type Effect","ATK 2400","DEF 1000"
"Seismic Crasher","Unlimited","Card Text Twice per turn, you can send 1 face-up Continuous Spell or Continuous Trap Card you control to the Graveyard to inflict 500 damage to your opponent.","","Attribute EARTH","Level 3","Monster Type Rock","Card Type Effect","ATK 1400","DEF 300"
"Dweller in the Depths","Unlimited","Card Text Gains 300 ATK for each Continuous Spell in your Spell & Trap Zone.","","Attribute EARTH","Level 3","Monster Type Dragon","Card Type Effect","ATK 1500","DEF 700"
"Magna-Slash Dragon","Unlimited","Card Text You can send 1 face-up Continuous Spell Card you control to the Graveyard to destroy 1 Spell or Trap Card your opponent controls.","","Attribute LIGHT","Level 6","Monster Type Dragon","Card Type Effect","ATK 2400","DEF 1200"
"Gravi-Crush Dragon","Unlimited","Card Text You can send 1 face-up Continuous Spell Card you control to the Graveyard, then target 1 monster your opponent controls; destroy that target.","","Attribute DARK","Level 6","Monster Type Dragon","Card Type Effect","ATK 2400","DEF 1200"
"Crystal Blessing","Unlimited","Card Text Target up to 2 ""Crystal Beast"" monsters in your Graveyard; place those targets face-up in your Spell & Trap Card Zone as Continuous Spell Cards.","Icon Normal Spell","","","","","",""
"Crystal Abundance","Unlimited","Card Text Send 4 ""Crystal Beast"" cards from your Spell & Trap Card Zone to the Graveyard; send all cards on the field to the Graveyard, then Special Summon as many ""Crystal Beast"" monsters as possible from your Graveyard, up to the number of cards your opponent controlled that were sent to the Graveyard by this card's effect.","Icon Normal Spell","","","","","",""
