"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Necroface","Unlimited","Card Text If this card is Normal Summoned: Shuffle all banished cards into the Deck. This card gains 100 ATK for each card shuffled into the Main Deck by this effect. If this card is banished: Each player banishes 5 cards from the top of their Deck (or their entire Deck, if less than 5).","Attribute DARK","Level 4","Monster Type Zombie","Card Type Effect","ATK 1200","DEF 1800",""
"Gandora the Dragon of Destruction","Unlimited","Card Text Cannot be Special Summoned. You can pay half your LP; destroy as many cards on the field as possible (other than this card), and if you do, banish them. This card gains 300 ATK for each card destroyed this way. Once per turn, during the End Phase, if this card was Normal or Flip Summoned this turn: Send it to the Graveyard.","Attribute DARK","Level 8","Monster Type Dragon","Card Type Effect","ATK 0","DEF 0",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Return from the Different Dimension","Forbidden","Card Text Pay half your Life Points. Special Summon as many of your removed from play monsters as possible. During the End Phase, remove from play all monsters that were Special Summoned by this effect. Forbidden","","","","","","","Icon Normal Trap"
"Pyramid of Light","Unlimited","Card Text If this face-up card is removed from your side of the field, destroy ""Andro Sphinx"" and ""Sphinx Teleia"" on your side of the field and remove them from play.","","","","","","","Icon Continuous Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Blue-Eyes Shining Dragon","Unlimited","Card Text Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 ""Blue-Eyes Ultimate Dragon"". Gains 300 ATK for each Dragon monster in your GY. When a card or effect is activated that targets this card (Quick Effect): You can negate that effect.","Attribute LIGHT","Level 10","Monster Type Dragon","Card Type Effect","ATK 3000","DEF 2500",""
"Familiar Knight","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard, each player can Special Summon 1 Level 4 monster from their hand.","Attribute DARK","Level 3","Monster Type Warrior","Card Type Effect","ATK 1200","DEF 1400",""
"Rare Metal Dragon","Unlimited","Card Text This card cannot be Normal Summoned or Set.","Attribute DARK","Level 4","Monster Type Dragon","Card Type Effect","ATK 2400","DEF 1200",""
"Peten the Dark Clown","Unlimited","Card Text When this card is sent to your Graveyard: You can banish this card from your Graveyard; Special Summon 1 ""Peten the Dark Clown"" from your hand or Deck.","Attribute DARK","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 500","DEF 1200",""
"Sorcerer of Dark Magic","Unlimited","Card Text Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 2 Level 6 or higher Spellcaster-Type monsters, and cannot be Special Summoned by other ways. During either player's turn, when a Trap Card is activated: You can negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect.","Attribute DARK","Level 9","Monster Type Spellcaster","Card Type Effect","ATK 3200","DEF 2800",""
"Andro Sphinx","Unlimited","Card Text You can pay 500 Life Points to Special Summon this card when ""Pyramid of Light"" is on the field. This card cannot attack during the turn that it is Normal Summoned or Special Summoned. This card cannot be Special Summoned from the Graveyard. If this card destroys a Defense Position monster as a result of battle, inflict damage to your opponent's Life Points equal to half of the ATK of the destroyed monster.","Attribute LIGHT","Level 10","Monster Type Beast","Card Type Effect","ATK 3000","DEF 2500",""
"Sphinx Teleia","Unlimited","Card Text You can pay 500 Life Points to Special Summon this card when ""Pyramid of Light"" is on the field. This card cannot attack during the turn that it is Normal Summoned or Special Summoned. This card cannot be Special Summoned from the Graveyard. If this card destroys a Defense Position monster as a result of battle, inflict damage to your opponent's Life Points equal to half of the DEF of the destroyed monster.","Attribute LIGHT","Level 10","Monster Type Beast","Card Type Effect","ATK 2500","DEF 3000",""
"Theinen the Great Sphinx","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by paying 500 Life Points when both ""Andro Sphinx"" and ""Sphinx Teleia"" on your side of the field are destroyed at the same time; then you can Special Summon this monster from your hand or Deck. When this card is Special Summoned successfully, pay 500 Life Points to increase the ATK of this card by 3000 points until the end of the End Phase.","Attribute LIGHT","Level 10","Monster Type Beast","Card Type Effect","ATK 3500","DEF 3000",""
"Inferno Tempest","Unlimited","Card Text When you take 3000 or more Battle Damage from 1 attack, you can activate this card. Remove all monsters in each player's Deck and Graveyard from play.","","","","","","","Icon Quick-Play Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Watapon","Unlimited","Card Text If this card is added from your Deck to your hand by a card effect: You can Special Summon this card.","Attribute LIGHT","Level 1","Monster Type Fairy","Card Type Effect","ATK 200","DEF 300",""
"Charcoal Inpachi","Unlimited","Card Text A wicked wooden spirit that has burned out. The barbecue grilled with this charcoal is so awesome that everybody thinks it's priceless.","Attribute FIRE","Level 1","Monster Type Pyro","Card Type Normal","ATK 100","DEF 2100",""
"Neo Aqua Madoor","Unlimited","Card Text The true nature of this wizard, who rules all water. It defends itself with a vast, impenetrable wall of ice.","Attribute WATER","Level 6","Monster Type Spellcaster","Card Type Normal","ATK 1200","DEF 3000",""
"Skull Dog Marron","Unlimited","Card Text A lost dog that wandered off 1000 years ago. He's still waiting for his master to come for him.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Normal","ATK 1350","DEF 2000",""
"Goblin Calligrapher","Unlimited","Card Text A Goblin who devotes himself to mastering perfect calligraphy of the word ""False"". He gives his all to each stroke.","Attribute DARK","Level 1","Monster Type Fiend","Card Type Normal","ATK 400","DEF 400",""
"Ultimate Insect LV1","Unlimited","Card Text While this card is on the field, it is unaffected by the effects of Spell Cards. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 ""Ultimate Insect LV3"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)","Attribute WIND","Level 1","Monster Type Insect","Card Type Effect","ATK 0","DEF 0",""
"Horus the Black Flame Dragon LV4","Unlimited","Card Text Control of this face-up card cannot switch. During the End Phase, if this card destroyed a monster by battle this turn: You can send this face-up card to the Graveyard; Special Summon 1 ""Horus the Black Flame Dragon LV6"" from your hand or Deck.","Attribute FIRE","Level 4","Monster Type Dragon","Card Type Effect","ATK 1600","DEF 1000",""
"Horus the Black Flame Dragon LV6","Unlimited","Card Text This card is unaffected by Spell effects. During the End Phase, if this card destroyed a monster by battle this turn: You can send this face-up card to the Graveyard; Special Summon 1 ""Horus the Black Flame Dragon LV8"" from your hand or Deck.","Attribute FIRE","Level 6","Monster Type Dragon","Card Type Effect","ATK 2300","DEF 1600",""
"Horus the Black Flame Dragon LV8","Unlimited","Card Text Cannot be Normal Summoned/Set. Must be Special Summoned by ""Horus the Black Flame Dragon LV6"", and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can negate the activation, and if you do, destroy it. You must control this face-up card to activate and to resolve this effect.","Attribute FIRE","Level 8","Monster Type Dragon","Card Type Effect","ATK 3000","DEF 1800",""
"Dark Mimic LV1","Unlimited","Card Text FLIP: Draw 1 card.Once per turn, during your Standby Phase: You can send this card to the GY; Special Summon 1 ""Dark Mimic LV3"" from your hand or Deck.","Attribute DARK","Level 1","Monster Type Fiend","Card Type Flip / Effect","ATK 100","DEF 1000",""
"Dark Mimic LV3","Unlimited","Card Text If this card is destroyed by battle and sent to the GY: Draw 1 card, but if this card was Special Summoned by the effect of ""Dark Mimic LV1"", draw 2 cards instead.","Attribute DARK","Level 3","Monster Type Fiend","Card Type Effect","ATK 1000","DEF 1000",""
"Mystic Swordsman LV2","Unlimited","Card Text At the start of the Damage Step, if this card attacked a face-down Defense Position monster: Destroy that monster. During the End Phase, if this card destroyed a monster by battle this turn: You can send this face-up card to the Graveyard; Special Summon 1 ""Mystic Swordsman LV4"" from your hand or Deck.","Attribute EARTH","Level 2","Monster Type Warrior","Card Type Effect","ATK 900","DEF 0",""
"Mystic Swordsman LV4","Unlimited","Card Text Cannot be Normal Summoned (but can be Normal Set). At the start of the Damage Step, if this card attacked a face-down Defense Position monster: Destroy that monster. During the End Phase, if this card destroyed a monster by battle this turn: You can send this face-up card to the Graveyard; Special Summon 1 ""Mystic Swordsman LV6"" from your hand or Deck.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 1900","DEF 1600",""
"Armed Dragon LV3","Unlimited","Card Text During your Standby Phase: You can send this card to the GY; Special Summon 1 ""Armed Dragon LV5"" from your hand or Deck.","Attribute WIND","Level 3","Monster Type Dragon","Card Type Effect","ATK 1200","DEF 900",""
