Card Number,Card Name,Status,Card Text,Card Type,Attribute,Level,Monster Type,ATK,DEF,Rank,Pendulum Effect,Pendulum Scale,Link
14422,Evil Eye of Selene,Unlimited,"Card Text Equip only to an ""Evil Eye"" monster. It cannot be destroyed by battle or your opponent's card effects, also your opponent cannot target it with card effects. Each time you activate the equipped monster's effect, or you activate another ""Evil Eye"" Spell/Trap Card: The equipped monster gains 500 ATK, and if it does, you lose 500 LP. (This ATK gain remains even if this card leaves the field.) If this card is in your GY: You can pay 1000 LP, then banish 1 ""Evil Eye"" Spell/Trap from your GY, except ""Evil Eye of Selene""; Set this card. You can only use this effect of ""Evil Eye of Selene"" once per turn.",Icon Equip Spell,,,,,,,,,
14423,Evil Eye Domain - Pareidolia,Unlimited,"Card Text When this card is activated: You can add 1 ""Evil Eye"" monster from your Deck to your hand. Once per turn, during damage calculation, if your ""Evil Eye"" monster is attacked, while ""Evil Eye of Selene"" is in your Spell & Trap Zone: You can make the battle damage you take from this battle also inflicted to your opponent. If this card in the Field Zone is destroyed by card effect: You can target 1 ""Evil Eye"" monster in your GY; add it to your hand. You can only activate 1 ""Evil Eye Domain - Pareidolia"" per turn.",Icon Field Spell,,,,,,,,,
14424,Evil Eye Awakening,Unlimited,"Card Text Special Summon 1 ""Evil Eye"" monster from your hand or GY, or, if ""Evil Eye of Selene"" is in your Spell & Trap Zone, you can Special Summon 1 ""Evil Eye"" monster from your Deck instead. You can only activate 1 ""Evil Eye Awakening"" per turn.",Icon Normal Spell,,,,,,,,,
14425,Evil Eye Confrontation,Unlimited,"Card Text If you control an ""Evil Eye"" monster: Target 1 Spell/Trap your opponent controls; destroy it, and if you do, and ""Evil Eye of Selene"" is in your Spell & Trap Zone, banish that destroyed card. You can only activate 1 ""Evil Eye Confrontation"" per turn.",Icon Quick-Play Spell,,,,,,,,,
14426,Evil Eye Repose,Unlimited,"Card Text When you activate this card: You can banish 1 ""Evil Eye"" card from your GY; draw 1 card. Once per turn, after damage calculation, if your ""Evil Eye"" monster equipped with ""Evil Eye of Selene"" attacked an opponent's monster: You can banish that opponent's monster. If this card in the Spell & Trap Zone is destroyed by card effect: You can target up to 3 of your banished ""Evil Eye"" cards; return them to the GY. You can only activate 1 ""Evil Eye Repose"" per turn.",Icon Continuous Spell,,,,,,,,,
14427,Evil Eye Defeat,Unlimited,"Card Text If you control an ""Evil Eye"" monster: Target 1 monster on the field, or up to 2 instead if ""Evil Eye of Selene"" is in your Spell & Trap Zone; return them to the hand. You can only activate 1 ""Evil Eye Defeat"" per turn.",Icon Normal Trap,,,,,,,,,
14428,Evil Eye Mesmerism,Unlimited,"Card Text When your opponent Special Summons a monster(s): Activate this card by targeting 1 of those Summoned monsters in Attack Position, with less ATK than an ""Evil Eye"" monster you control; take control of that monster. When that monster leaves the field, destroy this card. While ""Evil Eye of Selene"" is in your Spell & Trap Zone, that targeted monster is also treated as an ""Evil Eye"" monster. You can only activate 1 ""Evil Eye Mesmerism"" per turn.",Icon Continuous Trap,,,,,,,,,
14429,Evil Eye Retribution,Unlimited,"Card Text When a Spell/Trap Card is activated, while you control an ""Evil Eye"" monster: Negate the activation, and if you do, destroy it. If ""Evil Eye of Selene"" is in your Spell & Trap Zone, this card's activation and effect cannot be negated. You can only activate 1 ""Evil Eye Retribution"" per turn.",Icon Counter Trap,,,,,,,,,
14430,Hi-Speedroid Kitedrake,Unlimited,"Card Text 1 WIND Machine Tuner + 1+ non-Tuner monstersIf this card is Synchro Summoned: You can activate 1 of these effects.●Destroy all other cards on the field.●Negate the effects of all face-up cards your opponent currently controls.If this card in your possession is sent to your GY by an opponent's card: You can add 1 ""Speedroid"" monster from your Deck to your hand.You can only use each effect of ""Hi-Speedroid Kitedrake"" once per turn.",Card Type Synchro / Effect,Attribute WIND,Level 8,Monster Type Machine,ATK 3000,DEF 2800,,,,
14431,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14432,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14433,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14434,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14435,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14436,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14437,Decode Talker Extended,Unlimited,"Card Text 2+ Effect MonstersThis card's name becomes ""Decode Talker"" while on the field. Gains 500 ATK for each monster it points to. During your Battle Phase, if a monster this card points to is destroyed by battle or sent to the GY: This card can make a second attack during each Battle Phase this turn.",Card Type Link / Effect,Attribute DARK,,Monster Type Cyberse,ATK 2300,DEF -,,,,Link 3
14438,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14439,"Endymion, the Mighty Master of Magic",Unlimited,"Card Text Once per turn, when a Spell/Trap Card or effect is activated (Quick Effect): You can return 1 card you control with a Spell Counter to the hand, and if you do, negate the activation, and if you do that, destroy it. Then, you can place the same number of Spell Counters on this card that the returned card had. While this card has a Spell Counter, your opponent cannot target it with card effects, also it cannot be destroyed by your opponent's card effects. When this card with a Spell Counter is destroyed by battle: You can add 1 Normal Spell from your Deck to your hand.",Card Type Pendulum / Effect,Attribute DARK,Level 7,Monster Type Spellcaster,ATK 2800,DEF 1700,,"Pendulum Effect You can remove 6 Spell Counters from your field; Special Summon this card from the Pendulum Zone, then count the number of cards you control that can have a Spell Counter, destroy up to that many cards on the field, and if you do, place Spell Counters on this card equal to the number of cards destroyed. You can only use this effect of ""Endymion, the Mighty Master of Magic"" once per turn.",Pendulum Scale 8,
14440,Reflection of Endymion,Unlimited,"Card Text You can only Special Summon ""Reflection(s) of Endymion"" once per turn. If this card is Special Summoned: You can target 1 card your opponent controls, and 1 card you control with a Spell Counter, except this card; return that opponent's card and your card to the hand, then place the same number of Spell Counters on this card that your returned card had. When this card with a Spell Counter is destroyed by battle: You can add 1 ""Endymion"" card from your Deck to your hand.",Card Type Pendulum / Effect,Attribute LIGHT,Level 7,Monster Type Spellcaster,ATK 1850,DEF 2700,,"Pendulum Effect Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. You can remove 3 Spell Counters from this card; Special Summon both this card from your Pendulum Zone and 1 monster from your hand that you can place a Spell Counter on, and if you do, place 1 Spell Counter on each.",Pendulum Scale 2,
14441,Magister of Endymion,Unlimited,"Card Text You can only Special Summon ""Magister(s) of Endymion"" once per turn. When this card declares an attack: You can place 1 Spell Counter on it. Once per opponent's turn (Quick Effect): You can remove 3 Spell Counters from your field; Special Summon 1 monster from your Deck that you can place a Spell Counter on. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone, then place the same number of Spell Counters on it that it had as a monster.",Card Type Pendulum / Effect,Attribute EARTH,Level 3,Monster Type Spellcaster,ATK 1500,DEF 900,,"Pendulum Effect Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. You can remove 3 Spell Counters from this card; Special Summon both this card from your Pendulum Zone and 1 face-up monster from your Extra Deck that you can place a Spell Counter on, and if you do, place 1 Spell Counter on each.",Pendulum Scale 8,
14442,Servant of Endymion,Limited,"Card Text You can only Special Summon ""Servant(s) of Endymion"" once per turn. This card with a Spell Counter can attack directly. Once per opponent's turn (Quick Effect): You can discard 1 card; place 1 Spell Counter on each card you control that you can place a Spell Counter on. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone, then place the same number of Spell Counters on it that it had as a monster. Limited",Card Type Pendulum / Effect,Attribute WIND,Level 3,Monster Type Spellcaster,ATK 900,DEF 1500,,"Pendulum Effect Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. You can remove 3 Spell Counters from this card; Special Summon both this card from your Pendulum Zone and 1 monster from your Deck with 1000 or more ATK that you can place a Spell Counter on, and if you do, place 1 Spell Counter on each.",Pendulum Scale 2,
14443,Spell Power Mastery,Unlimited,"Card Text Add 1 ""Endymion"" card from your Deck to your hand, then you can count the number of ""Spell Power Mastery"" and ""Spell Power Grasp"" you control and/or have in your GY, and place that many Spell Counters among card(s) you control that you can place a Spell Counter on. You can only activate 1 ""Spell Power Mastery"" per turn.",Icon Normal Spell,,,,,,,,,
14444,Endymion's Lab,Unlimited,"Card Text This card's name becomes ""Magical Citadel of Endymion"" while in the Spell & Trap Zone. Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. Once per turn, after damage calculation, if your Spellcaster monster is destroyed by battle: You can remove 6 Spell Counters from your field; Special Summon 1 Level 7 or higher Spellcaster monster from your hand or Deck. You can only activate 1 ""Endymion's Lab"" per turn.",Icon Continuous Spell,,,,,,,,,
14445,Day-Breaker the Shining Magical Warrior,Unlimited,"Card Text 2 Spellcaster monstersIf this card is Link Summoned: Place 1 Spell Counter on it. Gains 300 ATK for each Spell Counter on it. You can only activate each of the following effects of ""Day-Breaker the Shining Magical Warrior"" once per turn.●If a Spellcaster monster(s) is Special Summoned to a zone(s) this card points to: Place 1 Spell Counter on this card.●You can remove 2 Spell Counters from this card, then target 1 card on the field; destroy it.",Card Type Link / Effect,Attribute LIGHT,,Monster Type Spellcaster,ATK 1600,DEF -,,,,Link 2
14446,Dwimmered Path,Unlimited,"Card Text Target 1 Spellcaster Effect Monster in your GY; add it to your hand. You can only activate 1 ""Dwimmered Path"" per turn.",Icon Normal Spell,,,,,,,,,
14447,Performapal Turn Trooper,Unlimited,"Card Text At the start of your Battle Phase: You can place 1 counter on this card (max. 2). This card gains the following effect, based on the number of counters on it.●1: Once per turn, when an opponent's monster declares an attack: You can negate that attack.●2: You can Tribute this card; banish all monsters on the field, until your opponent's 2nd End Phase.",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Warrior,ATK 1200,DEF 1200,,,,
14448,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
14449,Rescue Interlacer,Unlimited,"Card Text During damage calculation, if your Cyberse monster is attacked (Quick Effect): You can discard this card; you take no battle damage from that battle. You can only use this effect of ""Rescue Interlacer"" once per turn. Once per turn, during the End Phase, if this card is in the GY because it was discarded there to activate this effect this turn: Special Summon this card.",Card Type Effect,Attribute LIGHT,Level 3,Monster Type Cyberse,ATK 1000,DEF 1200,,,,
