"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon","Rank"
"Naturia Marron","Unlimited","Card Text When this card is Normal Summoned: You can send 1 ""Naturia"" monster from your Deck to the Graveyard. Once per turn: You can target 2 ""Naturia"" monsters in your Graveyard; shuffle both those targets into the Deck, then draw 1 card.","Attribute EARTH","Level 3","Monster Type Plant","Card Type Effect","ATK 1200","DEF 700","",""
"Prior of the Ice Barrier","Unlimited","Card Text If you control a face-up ""Ice Barrier"" monster, you can Special Summon this card (from your hand). You cannot Special Summon any Level 5 or higher monsters the turn you use this effect. You can Tribute this card to target 1 ""Ice Barrier"" monster in your Graveyard, except ""Prior of the Ice Barrier""; Special Summon that target.","Attribute WATER","Level 2","Monster Type Aqua","Card Type Effect","ATK 1000","DEF 400","",""
"Senior Silver Ninja","Unlimited","Card Text When this card is flipped face-up: You can Special Summon any number of ""Ninja"" monsters, except ""Senior Silver Ninja"", from your hand and/or Graveyard in face-down Defense Position. There can only be 1 face-up ""Senior Silver Ninja"" on the field.","Attribute EARTH","Level 6","Monster Type Warrior","Card Type Effect","ATK 2300","DEF 2200","",""
"Rodenut","Unlimited","Card Text Each time your opponent Special Summons a monster(s), place 1 Nut Counter on this card. You can remove 1 Nut Counter from this card to target 1 monster your opponent controls; destroy that target.","Attribute EARTH","Level 1","Monster Type Beast","Card Type Effect","ATK 100","DEF 100","",""
"Fenghuang","Unlimited","Card Text Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Destroy all Set Spell/Trap Cards your opponent controls.","Attribute FIRE","Level 6","Monster Type Winged Beast","Card Type Spirit / Effect","ATK 2100","DEF 1800","",""
"Tribe-Shocking Virus","Unlimited","Card Text Once per turn: You can banish 1 monster from your hand; destroy all face-up monsters on the field with the same Type as that monster.","Attribute WATER","Level 4","Monster Type Thunder","Card Type Effect","ATK 1700","DEF 1000","",""
"Goblin Pothole Squad","Unlimited","Card Text When this card is Normal Summoned, Trap Cards cannot be activated. Also, ""Trap Hole"" Trap Cards cannot be activated when a monster is Summoned, except ""Dark Trap Hole"".","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 1500","DEF 400","",""
"Creepy Coney","Unlimited","Card Text FLIP: Inflict 1000 damage to your opponent for each face-up Normal Monster you control, except Tokens.","Attribute EARTH","Level 3","Monster Type Beast","Card Type Effect","ATK 1000","DEF 1900","",""
"Rescue Rabbit","Unlimited","Card Text Cannot be Special Summoned from the Deck. You can banish this face-up card you control; Special Summon 2 Level 4 or lower Normal Monsters with the same name from your Deck, but destroy them during the End Phase. You can only use this effect of ""Rescue Rabbit"" once per turn.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 300","DEF 100","",""
"Baby Tiragon","Unlimited","Card Text 3 Level 1 monstersDuring your Main Phase 1: You can detach 1 Xyz Material from this card, then target 1 Level 1 monster you control; it can attack your opponent directly.","Attribute EARTH","","Monster Type Dragon","Card Type Xyz / Effect","ATK 900","DEF 900","","Rank 1"
"Number 83: Galaxy Queen","Unlimited","Card Text 3 Level 1 monstersOnce per turn: You can detach 1 Xyz Material from this card; until the opponent's next End Phase, the monsters you currently control cannot be destroyed by battle, and if they attack a Defense Position monster, inflict piercing battle damage to your opponent.","Attribute DARK","","Monster Type Spellcaster","Card Type Xyz / Effect","ATK 500","DEF 500","","Rank 1"
"Black Ray Lancer","Unlimited","Card Text 2 Level 3 WATER monstersOnce per turn: You can detach 1 Xyz Material from this card to target 1 face-up monster on the field; negate that target's effects until the End Phase.","Attribute DARK","","Monster Type Beast-Warrior","Card Type Xyz / Effect","ATK 2100","DEF 600","","Rank 3"
"Number 10: Illumiknight","Unlimited","Card Text 3 Level 4 monstersOnce per turn: You can detach 1 Xyz Material from this card; send 1 card from your hand to the Graveyard, and if you do, draw 1 card.","Attribute LIGHT","","Monster Type Warrior","Card Type Xyz / Effect","ATK 2400","DEF 2400","","Rank 4"
"Number 20: Giga-Brilliant","Unlimited","Card Text 2 Level 3 monstersOnce per turn: You can detach 1 Xyz Material from this card; all face-up monsters you currently control gain 300 ATK.","Attribute LIGHT","","Monster Type Insect","Card Type Xyz / Effect","ATK 1800","DEF 1800","","Rank 3"
"Evolzar Laggia","Unlimited","Card Text 2 Level 4 Dinosaur-Type monstersDuring either player's turn, when a monster(s) would be Normal or Special Summoned, OR a Spell/Trap Card is activated: You can detach 2 Xyz Materials from this card; negate the Summon or activation, and if you do, destroy that card.","Attribute FIRE","","Monster Type Dragon","Card Type Xyz / Effect","ATK 2400","DEF 2000","","Rank 4"
"Thunder End Dragon","Unlimited","Card Text 2 Level 8 Normal MonstersOnce per turn: You can detach 1 Xyz Material from this card; destroy all other monsters on the field.","Attribute LIGHT","","Monster Type Dragon","Card Type Xyz / Effect","ATK 3000","DEF 2000","","Rank 8"
"Attraffic Control","Unlimited","Card Text If your opponent controls 3 or more monsters, they cannot declare an attack.","","","","","","","Icon Continuous Spell",""
"Ego Boost","Unlimited","Card Text When a monster declares an attack: Target 1 face-up monster on the field; it gains 1000 ATK until the end of the Battle Phase.","","","","","","","Icon Quick-Play Spell",""
"Monster Slots","Unlimited","Card Text Target 1 face-up monster you control and 1 monster in your Graveyard with the same Level; banish the target from the Graveyard, then draw 1 card and reveal it, then if the card you drew is a monster with the same Level as the monster on the field, Special Summon it.","","","","","","","Icon Normal Spell",""
"Cross Attack","Unlimited","Card Text Target 2 face-up Attack Position monsters you control with the same ATK; this turn, one of them can attack your opponent directly and the other cannot attack.","","","","","","","Icon Normal Spell",""
"Xyz Gift","Unlimited","Card Text If you control 2 or more face-up Xyz Monsters: Detach 2 Xyz Materials from a monster you control and draw 2 cards.","","","","","","","Icon Normal Spell",""
"Photon Veil","Unlimited","Card Text Shuffle 3 LIGHT monsters from your hand into the Deck, then add 1 to 3 Level 4 or lower LIGHT monsters from your Deck to your hand. If you add 2 or more monsters, they must have the same name.","","","","","","","Icon Normal Spell",""
"Photon Lead","Unlimited","Card Text Special Summon 1 Level 4 or lower LIGHT monster from your hand in face-up Attack Position.","","","","","","","Icon Quick-Play Spell",""
"Photon Booster","Unlimited","Card Text Target 1 Level 4 or lower LIGHT monster on the field, except a Token; the ATK of all monsters currently on the field with its name become 2000, until the end of this turn.","","","","","","","Icon Normal Spell",""
"Evo-Karma","Unlimited","Card Text When a monster(s) is Special Summoned by the effect of an ""Evoltile"" monster you control, your opponent cannot activate cards or effects.","","","","","","","Icon Continuous Spell",""
"Evo-Miracle","Unlimited","Card Text Target 1 monster that was Special Summoned by the effect of an ""Evoltile"" monster; this turn, it cannot be destroyed by battle or by card effects.","","","","","","","Icon Quick-Play Spell",""
"Zenmailfunction","Unlimited","Card Text Target 1 ""Wind-Up"" monster in your Graveyard; Special Summon it in face-up Defense Position. Its effect(s) is negated, and it cannot be Tributed or used as a Synchro Material Monster.","","","","","","","Icon Normal Spell",""
"Extra Gate","Unlimited","Card Text Declare a Level between 1 and 12; your opponent banishes 1 monster of that Level from their Extra Deck. If your opponent does not have a monster of that Level in their Extra Deck, you discard 1 card.","","","","","","","Icon Quick-Play Spell",""
"Shard of Greed","Unlimited","Card Text Each time you draw a card(s) for your normal draw in your Draw Phase, place 1 Greed Counter on this card. You can send this card with 2 or more Greed Counters to the GY; draw 2 cards.","","","","","","","Icon Continuous Spell",""
"Murmur of the Forest","Unlimited","Card Text Target 1 face-up monster your opponent controls; change that target to face-down Defense Position, then you can return all Field Spell Cards on the field to the hand.","","","","","","","Icon Normal Spell",""
"Tri-Wight","Unlimited","Card Text Target 3 Level 2 or lower Normal Monsters in your Graveyard; Special Summon them from the Graveyard.","","","","","","","Icon Normal Spell",""
"One Day of Peace","Limited","Card Text Each player draws 1 card, and neither player takes damage until the end of the opponent's next turn. Limited","","","","","","","Icon Normal Spell",""
"Space Cyclone","Unlimited","Card Text Detach 1 Xyz Material from a monster.","","","","","","","Icon Quick-Play Spell",""
"Poisonous Winds","Unlimited","Card Text WIND monsters cannot be Special Summoned. All face-up WIND monsters on the field lose 500 ATK.","","","","","","","Icon Continuous Spell",""
"Heartfelt Appeal","Unlimited","Card Text When you take battle damage from your opponent's direct attack: Take control of the 1 face-up monster your opponent controls with the highest DEF, until your next End Phase. (If it's a tie, you get to choose.) Its effects are negated, also it cannot declare an attack.","","","","","","","Icon Normal Trap",""
"Fiery Fervor","Unlimited","Card Text Target 1 face-up monster you control; equip this card to that target. If your opponent controls a monster with ATK higher than that same monster's original ATK, the ATK of the equipped monster becomes double the equipped monster's original ATK, during the Damage Step only.","","","","","","","Icon Normal Trap",""
"Damage Diet","Unlimited","Card Text Halve all damage you take this turn. You can banish this card from your Graveyard; halve all effect damage you take this turn. (You cannot halve the same damage twice with this effect.)","","","","","","","Icon Normal Trap",""
"Copy Knight","Unlimited","Card Text When a Level 4 or lower Warrior-Type monster is Normal Summoned to your side of the field: Special Summon this card as a Normal Monster with the same name and Level as the Normal Summoned monster (Warrior-Type/LIGHT/ATK 0/DEF 0). (This card is also still a Trap Card.)","","","","","","","Icon Continuous Trap",""
"Mirror Mail","Unlimited","Card Text When a face-up monster you control is targeted for an attack: Its ATK becomes equal to that of the attacking monster.","","","","","","","Icon Normal Trap",""
"Fish Rain","Unlimited","Card Text When a face-up Fish, Sea Serpent, or Aqua-Type monster on the field is banished: Special Summon 1 Level 3 or lower Fish, Sea Serpent, or Aqua-Type monster from your hand. (The banished monster(s) must be Fish, Sea Serpent, or Aqua-Type even after being banished.)","","","","","","","Icon Normal Trap",""
